"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_arc_warden_spark_wraith_datadriven_spark_damage"	"DAMAGE:"

		"DOTA_Tooltip_ability_meepo_divided_we_stand_Description"		"Meepo summons an imperfect, semi-autonomous duplicate of himself, which can gain gold and experience as he does and shares his experience and abilities. However, the clones cannot wield any items but the boots that Meepo himself wears.  If any of the clones die, they all die.\n\nUpgradable by Aghanim's Scepter.\n\nDoes not work with the new boots."

		"DOTA_Tooltip_modifier_item_moon_shard_datadriven_consumed"	"Moon Shard"
        "DOTA_Tooltip_modifier_item_moon_shard_datadriven_consumed_Description"	"Permanently granted %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% attack speed by consuming a Moon Shard."

        "DOTA_Tooltip_ability_item_moon_shard_datadriven"						"Moon Shard"
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_Description"						"Use: Consume the Moon Shard to permanently gain %consumed_bonus% attack speed. Consumed shards stack.\nPassive: Shade Sight - Grants %bonus_night_vision% bonus night vision."
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_bonus_attack_speed"				"+$attack"
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_bonus_night_vision"		"SHADE BONUS NIGHT VISION:"
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_consumed_bonus" "CONSUME ATTACK SPEED:"
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_Note0" 	"The bonus night vision works during Night Stalker's Darkness ability."
        "DOTA_Tooltip_ability_item_moon_shard_datadriven_Lore"						"Said to be a tear from the lunar goddess Selemene."

        "DOTA_Tooltip_ability_item_bloodstone_Description"						"Active: Pocket Deny - Instantly causes you to die.\nPassive: Bloodpact - Begins with 12 charges, and gains a charge each time an enemy hero dies within 1675 range. Each charge grants 1 mana regeneration per second, and reduces respawn time by %respawn_time_reduction% seconds. If the bearer dies, %heal_on_death_base% + %heal_on_death_per_charge% health per charge is restored to all allies within a %heal_on_death_range% radius.  Charges cannot be lost in Horde Mode."

        "DOTA_Tooltip_ability_enigma_malefice_datadriven"											"Malefice"
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_Description"								"Focuses Enigma's power on a target, causing it and nearby enemies to take damage and become repeatedly stunned for multiple instances.  An instance strikes every 2 seconds."
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_Lore"										"Strange gravities pull at the core of those who would oppose you, holding them in place."
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_stun_duration"							"STUN DURATION:"
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_damage"									"DAMAGE PER HIT:"
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_radius"									"RADIUS:"
		"DOTA_Tooltip_ability_enigma_malefice_datadriven_tooltip_stuns"							"INSTANCES:"

        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven"									"Midnight Pulse"
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_Description"						"Steeps an area in dark resonance, damaging enemy units based on their max HP."
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_Lore"								"A section of the world slowly descends into the void."
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_Note0"								"Damage goes through spell immunity."
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_Note1"								"This ability destroys trees in its area."
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_duration"							"DURATION:"
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_damage_percent"						"%DAMAGE PER SECOND:"
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_max_damage"						"MAX DAMAGE:"
        "DOTA_Tooltip_ability_enigma_midnight_pulse_datadriven_radius"								"RADIUS:"

        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven"								"Cold Feet"
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_Description"					"Places a frozen hex on enemy units that deals damage over time, but can be dispelled by moving away from the initial cast point.  If the enemy unit doesn't move outside of the given range, it will be stunned and frozen in place after 4 seconds."
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_Lore"						"Kaldr's presence draws those around him into a frozen void, threatening to lock them in an icy prison for eternity."
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_Note0"						"Total possible damage: 150/200/250/300."
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_Note1"						"Deals damage every 0.8 seconds."
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_damage"						"DAMAGE PER TICK:"
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_stun_duration"				"STUN DURATION:"
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_break_distance"				"BREAK DISTANCE:"
        "DOTA_Tooltip_ability_ancient_apparition_cold_feet_datadriven_cast_range_tooltip"			"CAST RANGE:"

        "DOTA_Tooltip_modifier_cold_feet_debuff_datadriven"									"Cold Feet"
        "DOTA_Tooltip_modifier_cold_feet_debuff_datadriven_Description"						"Taking periodic damage, if you don't move you will be frozen in place"
        "DOTA_Tooltip_modifier_cold_feet_stun_datadriven"				"Frozen"
        "DOTA_Tooltip_modifier_cold_feet_stun_datadriven_Description"			"Frozen by Ancient Apparition."

        "DOTA_Tooltip_ability_warlock_shadow_word_Note0"										"Deals damage every half a second"

        "DOTA_Tooltip_ability_naga_siren_ensnare_datadriven"								"Ensnare"
		"DOTA_Tooltip_ability_naga_siren_ensnare_datadriven_Description"					"Interrupts the target and surrounding units and traps them in place, preventing movement or blinking."
		"DOTA_Tooltip_ability_naga_siren_ensnare_datadriven_Lore"							"The only way to escape the onslaught of a Slithereen is to never oppose one in the first place."
		"DOTA_Tooltip_ability_naga_siren_ensnare_datadriven_Note0"							"Works on Spell Immune units."
		"DOTA_Tooltip_ability_naga_siren_ensnare_datadriven_duration"						"DURATION:"
		"DOTA_Tooltip_ability_naga_siren_ensnare_datadriven_radius"						"RADIUS:"

		"DOTA_Tooltip_ability_item_wasp"                                        "Wasp"
		"DOTA_Tooltip_ability_item_wasp_Description"								"Active: Flight - Trade evasion for %bonus_move_speed%%% additional movement speed and flying movement for %duration% seconds.\n\nStacks diminishingly with other sources of Evasion."
        "DOTA_Tooltip_ability_item_wasp_Lore"								"Only the mightiest and most experienced of warriors can wield the Butterfly, but it provides incredible dexterity in combat."
        "DOTA_Tooltip_ability_item_wasp_bonus_agility"						"+$agi"
        "DOTA_Tooltip_ability_item_wasp_bonus_damage"						"+$damage"
        "DOTA_Tooltip_ability_item_wasp_bonus_evasion"						"%+$evasion"
        "DOTA_Tooltip_ability_item_wasp_bonus_attack_speed"				"+$attack"
        "DOTA_Tooltip_ability_item_wasp_crit_chance"						"%CRITICAL CHANCE:"
        "DOTA_Tooltip_ability_item_wasp_crit_multiplier"					"%CRITICAL DAMAGE:"
        "DOTA_Tooltip_ability_item_wasp_bonus_move_speed"				"%FLIGHT BONUS MOVE SPEED:"
        "DOTA_Tooltip_ability_item_wasp_duration"				"FLIGHT DURATION:"

		"DOTA_Tooltip_modifier_item_butterfly_datadriven_movespeed"					"Flutter"
        "DOTA_Tooltip_modifier_item_butterfly_datadriven_movespeed_Description"					"Trading evasion for %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement speed."

        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven"								"Nether Swap"
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_Description"					"Instantaneously swaps positions with a target unit, friend or enemy. If the target is normal enemy (not a boss or miniboss), it will be instantly killed.  Nether Swap interrupts channeling abilities on the target.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_Lore"							"Martyrdom is a small price to pay for vengeance."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_Note0"							"Works on Spell Immune units."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_Note1"							"Trees near Vengeful Spirit and the target will be destroyed when the spell is cast."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_Note2"							"Channeling spells are interrupted by Nether Swap."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_tooltip_range"					"RANGE:"
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_nether_swap_cooldown_scepter"	"SCEPTER COOLDOWN:"
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_aghanim_description"			"Decreases cooldown."
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_illusion_damage_out_pct_scepter" "%SCEPTER ILLUSION DAMAGE DEALT:"
        "DOTA_Tooltip_ability_vengefulspirit_nether_swap_datadriven_illusion_damage_in_pct_scepter" "%SCEPTER ILLUSION DAMAGE TAKEN:"

        "DOTA_Tooltip_ability_pugna_nether_ward_datadriven_suicide"							"Detonate Ward"
        "DOTA_Tooltip_ability_pugna_nether_ward_datadriven_suicide_Description"				"Pugna detonates the ward, causing a Nether Blast to occur."
        "DOTA_Tooltip_ability_pugna_nether_ward_datadriven_suicide_Note0"                   "The Nether Blast deals damage of Pugna's level."

        "DOTA_Tooltip_ability_meme_doom_datadriven"							"Doom"
        "DOTA_Tooltip_ability_meme_doom_datadriven_Description"				"Inflicts a curse that prevents an enemy Hero from casting spells or using items, while taking damage over time. Remove positive buffs from the target when cast, and break most passive abilities while active."
        "DOTA_Tooltip_ability_meme_doom_datadriven_duration"					"DURATION:"
        "DOTA_Tooltip_ability_meme_doom_datadriven_damage"						"DAMAGE PER SECOND:"

        "DOTA_Tooltip_modifier_doom_datadriven"							"Doom"
        "DOTA_Tooltip_modifier_doom_datadriven_Description"				"Silenced, cannot use items, and being burned for %dMODIFIER_PROPERTY_TOOLTIP% damage per second."

        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven"										"Presence of the Dark Lord"
        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven_Description"							"Shadow Fiend's presence reduces the armor of nearby enemies."
        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven_Lore"									"Even being near Nevermore eats away at one's soul."
        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven_Note0"								"Stacks fully with other armor reduction abilities and aura."
        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven_presence_armor_reduction"				"REDUCTION:"
        "DOTA_Tooltip_ability_nevermore_dark_lord_datadriven_presence_radius"						"RADIUS:"

        "DOTA_Tooltip_modifier_dark_lord_presence"					"Presence of the Dark Lord"
        "DOTA_Tooltip_modifier_dark_lord_presence_Description"		"Shadow Fiend's presence reduces your armor by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

        "DOTA_Tooltip_ability_nevermore_requiem_aghanim_description"					"Increases Necromastery Max Souls and causes Requiem of Souls to return back to Shadow Fiend."

        "DOTA_Tooltip_ability_tinker_laser_datadriven"												"Laser"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_Description"									"Fires an intense energy beam, dealing damage and blinding the target, causing it to miss all physical attacks. The beam refracts to nearby targets.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_tinker_laser_datadriven_Lore"										"Boush perfected this rock cutting laser in his subterranean laboratory, never considering its combat utility."
        "DOTA_Tooltip_ability_tinker_laser_datadriven_cast_range_tooltip"						"CAST RANGE:"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_miss_rate"									"%BLIND MISS RATE:"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_duration" 								"BLIND DURATION:"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_bounces" 								"BOUNCES:"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_bounces_scepter" 								"SCEPTER BOUNCES:"
        "DOTA_Tooltip_ability_tinker_laser_datadriven_aghanim_description"							"Causes Laser to refract between all visible enemy units within range."

        "DOTA_Tooltip_modifier_tinker_laser_datadriven_blind"					"Laser Blind"
        "DOTA_Tooltip_modifier_tinker_laser_datadriven_blind_Description"		"Missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of attacks."

		"DOTA_Tooltip_ability_forged_spirit_melting_strike_datadriven"							"Melting Strike"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_datadriven_Description"				"Melts away the armor of heroes hit by the spirit's attack if the spirit has enough mana. Each successive hit increases the amount of armor melted."
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_datadriven_armor_removed"			"ARMOR REMOVED PER HIT:"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_datadriven_max_armor_removed"		"MAX ARMOR REMOVED:"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_datadriven_duration"				"DURATION:"


        "DOTA_Tooltip_modifier_melting_strike_armor_datadriven"				"Melting Strike"
        "DOTA_Tooltip_modifier_melting_strike_armor_datadriven_Description"	"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

        "DOTA_Tooltip_ability_batrider_sticky_napalm_Description"			"Drenches an area in sticky oil, amplifying damage from Batrider's attacks and abilities and slowing the movement speed and turn rate of enemies in the area.  Additional casts of Sticky Napalm continue to increase damage, up to 5 stacks.  The extra damage is halved against creeps."

        "DOTA_Tooltip_ability_ancient_apparition_ice_blast_Note0"						"The area of effect is 275/375/475 + 50/100/150*TimeTraveled, capped at 1000/2000/3000.  The freeze area along the path is 275/375/475."

        "DOTA_Tooltip_Ability_item_blink_2"				"Blink Dagger 2"
        "DOTA_Tooltip_ability_item_blink_2_Description"							"Active: Blink - Teleport to a target point up to %blink_range% units away.  If damage is taken, Blink Dagger cannot be used for %blink_damage_cooldown% seconds."
        "DOTA_Tooltip_ability_item_blink_2_Lore"									"The fabled dagger used by the fastest assassin ever to walk the lands."
        "DOTA_Tooltip_ability_item_blink_2_Note0"									"Self-casting will cause you to teleport in the direction of your team's fountain."
        "DOTA_Tooltip_ability_item_blink_2_Note1"										"If you used Blink to teleport to a distance over the maximum range, you'll be teleported 4/5 of the maximum range instead."

        "DOTA_Tooltip_Ability_item_blink_3"				"Blink Dagger 3"
        "DOTA_Tooltip_ability_item_blink_3_Description"							"Active: Blink - Teleport to a target point up to %blink_range% units away.  If damage is taken, Blink Dagger cannot be used for %blink_damage_cooldown% seconds."
        "DOTA_Tooltip_ability_item_blink_3_Lore"									"The fabled dagger used by the fastest assassin ever to walk the lands."
        "DOTA_Tooltip_ability_item_blink_3_Note0"									"Self-casting will cause you to teleport in the direction of your team's fountain."
        "DOTA_Tooltip_ability_item_blink_3_Note1"										"If you used Blink to teleport to a distance over the maximum range, you'll be teleported 4/5 of the maximum range instead."

        "DOTA_Tooltip_Ability_item_heart_datadriven"				"Heart of Tarrasque"
        "DOTA_Tooltip_ability_item_heart_datadriven_Description"							"Passive: Health Regeneration - Restores a percentage of max health per second. If damage is taken, this ability is reduced for %cooldown_tooltip% seconds."
        "DOTA_Tooltip_ability_item_heart_datadriven_Lore"								"Preserved heart of an extinct monster, it bolsters the bearer's fortitude."
        "DOTA_Tooltip_ability_item_heart_datadriven_bonus_strength"						"+$str"
        "DOTA_Tooltip_ability_item_heart_datadriven_bonus_health"							"+$health"
        "DOTA_Tooltip_ability_item_heart_datadriven_health_regen_rate"						"%HEALTH RESTORED PER SECOND:"
        "DOTA_Tooltip_ability_item_heart_datadriven_melee_reduction"							"%MELEE REDUCTION:"
        "DOTA_Tooltip_ability_item_heart_datadriven_ranged_reduction"							"%RANGED REDUCTION:"
	
	"DOTA_Tooltip_modifier_item_heart_datadriven_regen_ranged_reduction"						"Ranged Reduction"
	"DOTA_Tooltip_modifier_item_heart_datadriven_regen_ranged_reduction_Description"				"Heart regeneration reduced by %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%"
	"DOTA_Tooltip_modifier_item_heart_datadriven_regen_melee_reduction"						"Melee Reduction"
	"DOTA_Tooltip_modifier_item_heart_datadriven_regen_melee_reduction_Description"					"Heart regeneration reduced by %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%"
	
		"DOTA_Tooltip_ability_spectre_reality"				"Reality"
		"DOTA_Tooltip_ability_spectre_reality_Description"							"Spectre exchanges places with a chosen Haunt."
		"DOTA_Tooltip_ability_spectre_reality_Lore"								"The scattered shadows unite into the one true Spectre."

		"DOTA_Tooltip_modifier_bane_fiends_grip_datadriven"			"Fiend's Grip"
        "DOTA_Tooltip_modifier_bane_fiends_grip_datadriven_Description""Disabled and transferring 5%% of max mana per second to Bane."

        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven"											"Fiend's Grip"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_Description"								"CHANNELED - Grips enemy units, disabling them and causing heavy damage over time, while stealing mana every second based on the unit's maximum mana.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_Lore"									"Victims of Atropos are frequently torn apart by vivid conjurations of their own nightmares."
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_Note0"									"Fiend's Grip will disable and drain mana from Spell Immune units, but not damage them."
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_damage"						"DAMAGE:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_duration"						"DURATION:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_mana_drain"					"%MANA DRAIN:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_mana_drain_scepter"			"%SCEPTER MANA DRAIN:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_damage_scepter"				"SCEPTER DAMAGE:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_fiend_grip_duration_scepter"				"SCEPTER DURATION:"
        "DOTA_Tooltip_ability_bane_fiends_grip_datadriven_aghanim_description"						"Increases damage per second, mana drain, and duration. If an enemy tries to attack Bane while he is channeling Fiend's Grip, they will instantly have Bane's current level of Nightmare inflicted upon them."

		"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_Description"					"Beastmaster calls forth a watchful Hawk to scout the battlefield. At each level, the hawk gains a new ability, in order: Centaur Cloak Aura, Thunder Lizard War Drums, Invisibility, Black Dragon Dragonhide."

		"DOTA_Tooltip_ability_centaur_return_datadriven"									"Return"
		"DOTA_Tooltip_ability_centaur_return_datadriven_Description"						"Centaur applies an aura to nearby allied units. Causes allies to counters every attack, damaging the attacker based on a percentage of Centaur's strength."
		"DOTA_Tooltip_ability_centaur_return_datadriven_Lore"								"Bradwarden has no need to parry his opponent's attacks; his armor-like hide does it for him."
		"DOTA_Tooltip_ability_centaur_return_datadriven_Note0"								"Return triggers when the attack hits."
		"DOTA_Tooltip_ability_centaur_return_datadriven_Note1"								"Return deals damage to towers."
		"DOTA_Tooltip_ability_centaur_return_datadriven_return_damage"						"DAMAGE:"
		"DOTA_Tooltip_ability_centaur_return_datadriven_strength_pct"						"%STRENGTH BONUS DAMAGE:"
		"DOTA_Tooltip_ability_centaur_return_datadriven_building_reduction"    "%DAMAGE TO BUILDINGS:"
		"DOTA_Tooltip_modifier_centaur_return_datadriven" 									"Return"

		"DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017"								"Wall of Replica"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_Description"					"Raises a wall of warping light that slows and creates replicas of any <font color='#70EA72'>enemy unit</font> who crosses it. Enemy replicas serve at the Dark Seer's will. <font color='#70EA72'>Dark Seer may only have one copy an individual enemy unit at a time.</font> Replicas last until they are destroyed, or until the wall's duration ends.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_Lore"							"The Dark Seer, while unable to return to his natural realm, can channel part of the prismatic wall with powerful strength of mind, sowing confusion amongst enemy ranks."
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_Note0"							"Doesn't create illusions from other illusions, or Meepo clones."
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_Note1"							"Creates a wall 1000 units long, perpendicular to the line between Dark Seer and the target point."
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_duration"						"WALL DURATION:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_tooltip_outgoing"				"%REPLICA DAMAGE:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_tooltip_replica_total_damage_incoming"		"%REPLICA DAMAGE TAKEN:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_range_tooltip"					"CAST RANGE:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_tooltip_outgoing_scepter"		"%SCEPTER REPLICA DAMAGE:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_movement_slow"		            "%MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_dark_seer_wall_of_replica_nb2017_slow_duration"		            "SLOW DURATION:"

		"DOTA_Tooltip_ability_sniper_assassinate_dm2017"										"Assassinate"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_Description"							"Sniper locks onto a target enemy unit and, after %total_cast_time_tooltip% seconds, fires a devastating shot that deals damage at long range. <font color='#70EA72'>When the shell strikes the target, it stuns it for 3s and causes a scatter shot in a cone, dealing half damage to targets behind the primary target.</font> \n\nUpgradable by Aghanim's Scepter."
		"DOTA_Tooltip_ability_sniper_assassinate_aghanim_description"					"Turns Assassinate into a ground target AoE ability, that after the channel period launches a critical strike and procs headshot on units in the AoE. Only affects visible heroes."
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_Lore"									"In order to fulfill the prophecy and return to his home town, Kardel must make another shot as perfect as the one on the day of his ancient test."
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_assassinate_damage"						"DAMAGE:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_scatter_range"							"SCATTER RANGE:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_Note0"									"Crosshair effect is only visible to allies."
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_Note1"									"Invisibility doesn't disjoint the projectile."
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_Note2"									"Interrupts channeling spell, including on Spell Immune units."
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_tooltip_range"							"RANGE:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_scepter_radius"						"SCEPTER RADIUS:"
		"DOTA_Tooltip_ability_sniper_assassinate_dm2017_scepter_crit_bonus"					"%SCEPTER CRITICAL DAMAGE:"

		"DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017"									"Thundergod's Salvation"
        "DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017_Description"						"<font color='#70EA72'>Zeus calls down an immobile Cloud for each allied hero for protection.  Each Cloud attacks nearby enemies using Zeus' current level of Lightning Bolt.</font>"
        "DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017_Lore"								"The Lord of Heaven smites all who oppose him, near or far."
        "DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017_cloud_duration"						"CLOUD DURATION:"
        "DOTA_Tooltip_ability_zeus_thundergods_wrath_nb2017_cloud_bolt_interval"				"CLOUD STRIKE INTERVAL:"

        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017"								"Glimpse"
        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017_Description"					"Teleports <font color='#70EA72'>all enemy units in the target area back to where they were 8 seconds ago.</font>"
        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017_Lore"							"Playing with electricity can have unexpected results."
        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017_Note0"							"The travel time is a function of the distance the target will travel."
        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017_cast_range"						"CAST RANGE:"
        "DOTA_Tooltip_ability_disruptor_glimpse_nb2017_radius"						"RADIUS:"

        "DOTA_Tooltip_ability_treant_leech_seed_nb2017"							"Leech Seed"
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_Description"				"<font color='#70EA72'>When the cooldown is ready, Leech Seed causes Treant's next attack to</font> plant a life-sapping seed in an enemy unit, draining its health, while simultaneously slowing it. The seed heals friendly units around it.  Pulses 6 times."
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_Lore"					"Rooftrellen nurtures the beings under his stewardship, sustained by the lifeforce of trespassers into his sacred ground."
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_leech_damage"			"DAMAGE PER PULSE:"
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_movement_slow"			"%MOVEMENT SLOW:"
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_radius"					"RADIUS:"
        "DOTA_Tooltip_ability_treant_leech_seed_nb2017_duration"				"DURATION:"

        "DOTA_Tooltip_ability_treant_great_protector"							"Great Protector"
        "DOTA_Tooltip_ability_treant_great_protector_Description"				"Treant plants his roots and grows in size, gaining large amounts of bonus strength while losing movement speed."
        "DOTA_Tooltip_ability_treant_great_protector_Lore"						""
        "DOTA_Tooltip_ability_treant_great_protector_bonus_strength"			"BONUS STRENGTH:"
        "DOTA_Tooltip_ability_treant_great_protector_move_speed"				"MOVE SPEED:"
        "DOTA_Tooltip_ability_treant_great_protector_duration"					"DURATION:"

        "DOTA_Tooltip_ability_monkey_king_jingu_mastery_datadriven"							"Monkey King"
        "DOTA_Tooltip_ability_monkey_king_jingu_mastery_datadriven_Description"				"Monkey King's attacks awaken the Jingu Bang's power, granting him bonus damage and lifesteal."
        "DOTA_Tooltip_ability_monkey_king_jingu_mastery_datadriven_Lore"						"Always sensitive to the moods of its master, the Jingu Bang radiates power when Sun Wukong's combat fervor is on full display."
        "DOTA_Tooltip_ability_monkey_king_jingu_mastery_datadriven_bonus_damage"			"BONUS DAMAGE:"
        "DOTA_Tooltip_ability_monkey_king_jingu_mastery_datadriven_lifesteal"				"%BONUS LIFESTEAL:"

        "DOTA_Tooltip_ability_chaos_knight_phantasm_Description"		"Summons several phantasmal copies of the hero from alternate dimensions. There is a 50%% chance an extra phantasm will be summoned. The phantasms deal full damage, but take double damage.\n\nUpgradeable by Aghanim's Scepter.\nDISPEL TYPE: Basic Dispel"
        "DOTA_Tooltip_ability_chaos_knight_phantasm_Lore"				"Drawing on his battles fought across many worlds and many times, phantasms of the hero rise up to quell all who oppose him."
        "DOTA_Tooltip_ability_chaos_knight_phantasm_Note0"				"Removes most negative buffs upon cast."
        "DOTA_Tooltip_ability_chaos_knight_phantasm_Note1"				"The hero is invulnerable for 0.5 seconds when casting, allowing him to dodge stuns and damage."

        "DOTA_Tooltip_ability_legion_commander_duel_datadriven"							"Duel"
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_Description"				"Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities.  If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage.\n\nUpgradable by Aghanim's Scepter."
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_duration"					"DURATION:"
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_reward_damage"				"BONUS DAMAGE:"
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_duration_scepter"			"SCEPTER DURATION:"
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_aghanim_description"		"Increases Duel duration."
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_Note0"		                "Duels will end if the units are pushed 2000 units apart."
        "DOTA_Tooltip_ability_legion_commander_duel_datadriven_Lore"						"To face a soldier of Stonehall in single combat is a challenge few can resist."

        "DOTA_Tooltip_modifier_duel_datadriven"							"Duel"
        "DOTA_Tooltip_modifier_duel_datadriven_Description"				"Dueling until opponent dies or the effect ends."
